Source,Target,type,id,mention,Weight,who
54,347,Directed,488,mentioned,2,Graeceius
54,345,Directed,489,mentioned,4,Augustus
54,348,Directed,490,mentioned,1,Polla
54,195,Directed,491,mentioned,1,Aulus Hirtius
54,9,Directed,492,inferred,1,Servius Sulpicius Rufus
54,165,Directed,493,inferred,1,L. Calpurnius Piso
54,117,Directed,494,inferred,1,L. Marcius Phillipus
54,57,Directed,495,inferred,1,Marc Anthony
54,57,Directed,496,mentioned,4,Marc Anthony
54,349,Directed,497,mentioned,2,Flaccus Voluminus
54,350,Directed,498,mentioned,1,T. Vibius
54,45,Directed,499,mentioned,2,L. Munatius Plancus
54,48,Directed,500,mentioned,3,Marcus Aemilius Lepidus
54,55,Directed,501,mentioned,3,M. Junius Brutus
54,351,Directed,502,mentioned,2,L. Aelius Lamia
54,113,Directed,503,mentioned,1,Clodius
54,122,Directed,504,mentioned,1,Aulus Gabinius
54,51,Directed,505,mentioned,2,Servius Sulpicius Galba
54,352,Directed,506,mentioned,1,Labeo Segulius
54,354,Directed,507,mentioned,1,Appius Claudius Pulcher
54,353,Directed,508,mentioned,1,Gaius Clodius Pulcher
58,38,Directed,509,mentioned,1,C. Trebatius Testa
58,37,Directed,510,mentioned,1,caesar
58,17,Directed,511,mentioned,1,Pompey
59,17,Directed,512,mentioned,1,Pompey
59,37,Directed,513,mentioned,1,Caesar
59,169,Directed,514,mentioned,1,Atticus
56,54,Directed,515,mentioned,4,Decimus Junius Brutus Albinus
56,55,Directed,516,mentioned,7,M. Junius Brutus
56,43,Directed,517,mentioned,5,Dolabella
56,37,Directed,518,inferred,2,Caesar
56,37,Directed,519,mentioned,4,Caesar
56,163,Directed,520,mentioned,2,L. Calpurnius Piso Caesonius
56,249,Directed,521,mentioned,2,L. Julius Caesar IV
56,9,Directed,522,mentioned,2,Servius Sulpicius Rufus
56,355,Directed,523,mentioned,1,L. Aurelius Cotta
56,79,Directed,524,mentioned,1,P. Servilius Vatia Isauricus
56,233,Directed,525,mentioned,1,Q. Caecilius Metullus Scipio
56,57,Directed,526,inferred,1,Marc Anthony
56,195,Directed,527,inferred,2,Aulus Hirtius
56,194,Directed,528,inferred,2,Pansa
56,237,Directed,529,inferred,1,L. Cassius Longinus
56,48,Directed,530,inferred,1,Marcus Aemilius Lepidus
56,89,Directed,531,inferred,1,L. Aemilius Lepidus Paullus
56,88,Directed,532,inferred,1,C. Claudius Marcellus Minor
56,15,Directed,533,inferred,1,C. Antonius Hybrida
56,184,Directed,534,inferred,1,M. Valerius Messalla Rufus
56,356,Directed,535,inferred,1,Cn. Domitius Calvinus
56,171,Directed,536,inferred,1,Q. Fufius Calenus
56,243,Directed,537,inferred,1,C. Caninius Rebilius
56,357,Directed,538,mentioned,1,Titus Cannutius
56,57,Directed,539,mentioned,4,Marc Anthony
56,358,Directed,540,mentioned,1,Lucius Marcius Philippus
56,195,Directed,541,mentioned,1,Aulus Hirtius
56,194,Directed,542,mentioned,3,Pansa
56,345,Directed,543,mentioned,1,Augustus
56,359,Directed,544,mentioned,1,C. Titius Strabo
56,360,Directed,545,mentioned,1,M. Servilius
56,361,Directed,546,inferred,1,Servilia
56,362,Directed,547,inferred,1,Cassius' mother
56,237,Directed,548,inferred,1,L. Cassius Longinus
56,48,Directed,549,mentioned,3,Marcus Aemilius Lepidus
56,45,Directed,550,mentioned,1,L. Munatius Plancus
60,37,Directed,551,mentioned,3,Caesar
60,228,Directed,552,mentioned,1,Bassus
60,212,Directed,553,mentioned,1,T. Munatius Plancus Bursa
60,220,Directed,554,mentioned,1,D. Laberius
60,363,Directed,555,mentioned,1,Pubilius Syrus
60,97,Directed,556,mentioned,1,Bibulus
60,364,Directed,557,mentioned,1,C. Anicius
60,57,Directed,558,mentioned,4,Marc Anthony
60,55,Directed,559,mentioned,1,Marcus Junius Brutus
60,56,Directed,560,mentioned,1,C. Cassius Longius
60,49,Directed,561,mentioned,1,C. Trebonius
60,195,Directed,562,mentioned,2,Aulus Hiritius
60,194,Directed,563,mentioned,4,Pansa
60,365,Directed,564,mentioned,3,C. Sempronius Rufus
60,366,Directed,565,mentioned,2,Chaerippus
60,54,Directed,566,mentioned,1,Decimus Junius Brutus Albinus
60,345,Directed,567,mentioned,2,Augustus
60,367,Directed,568,mentioned,2,Tratorius
60,357,Directed,569,mentioned,1,Titus Cannutius
60,368,Directed,570,mentioned,2,Attius Dionysius
60,369,Directed,571,mentioned,1,T. Pinarius
60,57,Directed,572,inferred,1,Marc Anthony
60,269,Directed,573,mentioned,1,Terence
60,370,Directed,574,mentioned,1,C. Calvisius Sabinus
60,371,Directed,575,mentioned,1,T. Statilius Taurus
60,372,Directed,576,mentioned,2,P. Luccius
60,373,Directed,577,mentioned,1,Cn. Minucius
60,374,Directed,578,mentioned,1,Q. Turius
60,375,Directed,579,mentioned,1,Cn. Saturninus
60,376,Directed,580,mentioned,2,Sextus Aufidius
60,377,Directed,581,mentioned,1,C. Anneus
60,378,Directed,582,mentioned,1,Q. Considius Gallus
60,379,Directed,583,mentioned,1,L. Servilius Postumus
60,380,Directed,584,mentioned,1,C. Rubellius
60,195,Directed,585,inferred,2,Aulus Hirtius
60,194,Directed,586,inferred,1,Pansa
60,351,Directed,587,mentioned,1,L. Aelius Lamia
60,122,Directed,588,mentioned,1,Aulus Gabinius
60,381,Directed,589,mentioned,1,Venuleius
60,382,Directed,590,mentioned,1,Latinus
60,383,Directed,591,mentioned,1,Horatius
61,304,Directed,592,mentioned,1,Epicurus
61,169,Directed,593,mentioned,1,Atticus
61,384,Directed,594,mentioned,1,Patro the Epicurean
61,385,Directed,595,mentioned,1,Phaedrus the Epicuream
61,308,Directed,596,mentioned,1,Philo of Larissa
61,48,Directed,597,mentioned,1,Marcus Aemilius Lepidus
61,386,Directed,598,mentioned,1,Aulus Fufius
62,37,Directed,599,mentioned,2,Caesar
62,387,Directed,600,mentioned,2,Lucius Cornelius Sulla Felix
62,388,Directed,601,mentioned,2,Q. Valerius Soranus
62,389,Directed,602,mentioned,1,C. Curtius
62,390,Directed,603,mentioned,2,P. Cuspius
62,391,Directed,604,mentioned,1,L. Julius Calidus
62,392,Directed,605,mentioned,1,P. Cornelius
63,37,Directed,606,mentioned,1,Caesar
64,393,Directed,607,mentioned,1,C. Albinius
64,16,Directed,608,mentioned,1,P. Sestius
64,394,Directed,609,mentioned,1,L. Sestius
64,37,Directed,610,mentioned,1,Caesar
64,395,Directed,611,mentioned,1,M. Laberius
64,387,Directed,612,mentioned,1,Sulla
64,396,Directed,613,mentioned,1,Aulus Plautius
65,397,Directed,614,mentioned,1,P. Rupilius
65,398,Directed,615,mentioned,1,Cn. Pupius
55,37,Directed,616,mentioned,1,Caesar
55,399,Directed,617,mentioned,1,Varro Gibba
55,86,Directed,618,inferred,1,Marcus Tullius Cicero Minor
55,137,Directed,619,inferred,1,Quintus Tullius Cicero Minor
55,400,Directed,620,mentioned,1,Q. Fufidus
55,401,Directed,621,mentioned,1,M. Faucius
55,402,Directed,622,mentioned,1,Q. Mamercus
55,403,Directed,623,mentioned,2,Q. Fufidius Minor
55,404,Directed,624,mentioned,1,M. Faucius Minor
55,405,Directed,625,mentioned,1,Q. Mamercus Minor
55,406,Directed,626,mentioned,2,M. Caesius
55,407,Directed,627,mentioned,1,L. Castronius Paetus
55,408,Directed,628,mentioned,1,L. Titius Strabo
55,392,Directed,629,mentioned,1,P. Cornelius
55,101,Directed,630,mentioned,1,L. Volcatius Tullus
37,288,Directed,631,mentioned,1,Homer
37,409,Directed,632,mentioned,1,Euripides
37,410,Directed,633,mentioned,1,Praecilius
37,174,Directed,634,mentioned,1,P. Licinius Crassus
37,245,Directed,635,mentioned,1,Diodotus the Stoic
9,40,Directed,636,mentioned,1,Manius Curius
9,169,Directed,637,mentioned,3,Atticus
9,411,Directed,638,mentioned,2,Lyso of Patrae
9,412,Directed,639,mentioned,1,C. Maenius Gemellus
9,413,Directed,640,mentioned,1,Asclapo 
9,414,Directed,641,mentioned,2,M. Aemilius Avianius
9,415,Directed,642,mentioned,1,T. Manlius
9,416,Directed,643,mentioned,1,A. Terentius Varro Murena
9,417,Directed,644,mentioned,1,L. Cossinius
9,418,Directed,645,mentioned,1,Hegesaretus
9,24,Directed,646,mentioned,2,L. Mescinius Rufus
9,181,Directed,647,mentioned,2,M. Minidus
9,48,Directed,648,mentioned,1,M. Aemilius Lepidus
9,419,Directed,649,mentioned,1,Oppia
9,420,Directed,650,mentioned,1,Philippus
45,17,Directed,651,mentioned,1,Pompey
45,37,Directed,652,mentioned,1,Caesar
45,88,Directed,653,mentioned,1,C. Claudius Marcellus Minor
45,89,Directed,654,mentioned,1,L. Aemilius Lepidus Paullus
45,396,Directed,655,mentioned,1,Aulus Plautius
45,421,Directed,656,mentioned,1,C. Aetius Capito
45,422,Directed,657,mentioned,1,T. Antistius
66,423,Directed,658,mentioned,1,L. Manlius Sosis
66,424,Directed,659,mentioned,1,C. Flavius
66,425,Directed,660,mentioned,1,L. Flavius
66,426,Directed,661,mentioned,1,C. Calpurnius Piso Frugi
66,427,Directed,662,mentioned,1,M. Clodius Archagathus
66,428,Directed,663,mentioned,1,C. Clodius Philo
66,429,Directed,664,mentioned,1,Cn. Otacilius Naso
66,430,Directed,665,mentioned,1,Lyso of Lilybaeum
66,431,Directed,666,mentioned,1,C. Avianius Philoxenus
66,432,Directed,667,mentioned,1,C. Avianius Flaccus
66,37,Directed,668,mentioned,1,Caesar
66,43,Directed,669,mentioned,1,Dolabella
66,433,Directed,670,mentioned,1,Demetrius Megas
66,434,Directed,671,mentioned,1,Hippias of Calacte
66,435,Directed,672,mentioned,1,Philoxenus of Calacte
66,436,Directed,673,mentioned,1,L. Bruttius
66,437,Directed,674,mentioned,1,M. Titurnius Rufus
67,438,Directed,675,mentioned,1,Lucius Aurelius Minor
67,439,Directed,676,mentioned,1,Lucius Aurelius
67,440,Directed,677,mentioned,1,Gaius Aurelius
68,17,Directed,678,mentioned,2,Pompey
68,20,Directed,679,mentioned,2,L. Lucceius
69,441,Directed,680,mentioned,2,Lucius Oppius
69,442,Directed,681,mentioned,1,Marcus Oppius
69,443,Directed,682,mentioned,2,L. Egnatius Rufus
70,443,Directed,683,mentioned,1,L. Egnatius Rufus
71,443,Directed,684,mentioned,1,L. Egnatius Rufus
72,1,Directed,685,mentioned,1,Spinther
73,444,Directed,686,mentioned,1,Quintus Pompeius
73,445,Directed,687,mentioned,1,Sextus Pompeius
66,40,Directed,688,mentioned,1,Manius Curius
74,446,Directed,689,mentioned,1,P. Messenius
75,447,Directed,690,mentioned,1,Aulus Licinius Aristoteles
75,37,Directed,691,mentioned,1,Caesar
75,17,Directed,692,inferred,1,Pompey
75,448,Directed,693,mentioned,1,L. Genucilius Curvus
75,449,Directed,694,mentioned,1,M. Marcilius
75,186,Directed,695,mentioned,2,M. Anneius
75,450,Directed,696,mentioned,1,Cluvis
75,451,Directed,697,mentioned,1,Philotes
75,17,Directed,698,mentioned,1,Pompey
76,452,Directed,699,mentioned,1,L. Custidius
77,39,Directed,700,mentioned,1,M. Fadius Gallus
78,453,Directed,701,mentioned,1,L. Regulus
71,454,Directed,702,mentioned,1,T. Pinnius
71,465,Directed,703,mentioned,1,Atilius
71,351,Directed,704,mentioned,1,L. Aelius Lamia
71,91,Directed,705,mentioned,1,Quintus
71,454,Directed,706,mentioned,1,M. Laenius Flaccus
71,455,Directed,707,mentioned,1,Tiberius Claudius Nero
71,456,Directed,708,mentioned,1,Pausanius of Alabanda
71,457,Directed,709,mentioned,1,Strabo Servilius
71,458,Directed,710,mentioned,1,P. Terentius Hispo
79,26,Directed,711,mentioned,1,Aulus Caecina
79,37,Directed,712,inferred,1,Caesar
79,459,Directed,713,mentioned,1,Andro of Laodicae
79,460,Directed,714,mentioned,1,Artemo of Laodicae
79,37,Directed,715,mentioned,1,Caesar
79,461,Directed,716,mentioned,1,P. Servilius Vatia Isauricus Maior
79,135,Directed,717,mentioned,1,M. Curtius Postumus
79,29,Directed,718,mentioned,1,T. Ampius Balbus
79,463,Directed,719,mentioned,1,T. Agusius
79,464,Directed,720,mentioned,1,Caerillia
79,465,Directed,721,mentioned,1,C. Vennonius
80,441,Directed,722,mentioned,2,Lucius Oppius
80,443,Directed,723,mentioned,2,L. Egnatius Rufus
80,466,Directed,724,mentioned,1,Antipater of Derbe
81,432,Directed,725,mentioned,1,C. Avianius Flaccus
81,17,Directed,726,mentioned,1,Pompey
92,467,Directed,727,mentioned,1,Q. Hippius
82,467,Directed,728,mentioned,1,Q. Hippius
92,468,Directed,729,mentioned,1,C. Valgius Hippianus
82,468,Directed,730,mentioned,1,C. Valgius Hippianus
93,469,Directed,731,mentioned,1,M. Bolanus
83,470,Directed,732,mentioned,1,Democritus of Sicyon
83,432,Directed,733,mentioned,1,C. Avianius Flaccus
83,471,Directed,734,mentioned,1,M. Avianius Flaccus
84,1,Directed,735,mentioned,1,Spinther
85,1,Directed,736,mentioned,1,Spinther
86,1,Directed,737,mentioned,1,Spinther
84,17,Directed,738,mentioned,2,Pompey
85,17,Directed,739,mentioned,2,Pompey
86,17,Directed,740,mentioned,2,Pompey
84,37,Directed,741,mentioned,7,Caesar
85,37,Directed,742,mentioned,2,Caesar
86,37,Directed,743,mentioned,1,Caesar
84,426,Directed,744,mentioned,5,C. Calpurnius Piso Frugi
85,426,Directed,745,mentioned,5,C. Calpurnius Piso Frugi
86,426,Directed,746,mentioned,4,C. Calpurnius Piso Frugi
84,163,Directed,747,mentioned,1,L. Calpurnius Piso Caesonius
85,163,Directed,748,mentioned,1,L. Calpurnius Piso Caesonius
86,163,Directed,749,mentioned,1,L. Calpurnius Piso Caesonius
84,13,Directed,750,mentioned,1,Cn. Plancius
85,13,Directed,751,mentioned,1,Cn. Plancius
86,13,Directed,752,mentioned,1,Cn. Plancius
84,91,Directed,753,mentioned,2,Quintus
85,91,Directed,754,mentioned,2,Quintus
86,91,Directed,755,mentioned,1,Quintus
84,472,Directed,756,mentioned,1,P. Valerius
85,472,Directed,757,mentioned,1,P. Valerius
86,472,Directed,758,mentioned,1,P. Valerius
84,18,Directed,759,mentioned,1,Marcus Linicius Crassus
85,18,Directed,760,mentioned,1,Marcus Linicius Crassus
86,18,Directed,761,mentioned,1,Marcus Linicius Crassus
84,473,Directed,762,mentioned,1,Dexippus
85,473,Directed,763,mentioned,1,Dexippus
86,473,Directed,764,mentioned,1,Dexippus
84,474,Directed,765,mentioned,1,Aristocritus
85,474,Directed,766,mentioned,1,Aristocritus
86,474,Directed,767,mentioned,1,Aristocritus
84,454,Directed,768,mentioned,1,M. Laenius Flaccus
85,454,Directed,769,mentioned,1,M. Laenius Flaccus
86,454,Directed,770,mentioned,1,M. Laenius Flaccus
84,169,Directed,771,mentioned,4,Atticus
85,169,Directed,772,mentioned,2,Atticus
84,86,Directed,773,mentioned,6,Marcus Tullius Cicero Minor
85,86,Directed,774,mentioned,4,Marcus Tullius Cicero Minor
84,263,Directed,775,mentioned,2,Camillus
85,263,Directed,776,mentioned,2,Camillus
84,475,Directed,777,mentioned,1,Lucius Precius
85,475,Directed,778,mentioned,1,Lucius Precius
84,43,Directed,779,mentioned,3,Dolabella
84,85,Directed,780,mentioned,5,Tullia
84,5,Directed,781,mentioned,1,Cn. Sallustius
84,43,Directed,782,inferred,1,Dolabella
84,85,Directed,783,inferred,1,Tullia
84,137,Directed,784,inferred,1,Quintus Tullius Cicero Minor
85,137,Directed,785,inferred,1,Quintus Tullius Cicero Minor
85,43,Directed,786,mentioned,2,Dolabella
84,476,Directed,787,mentioned,1,T. Labienus
85,476,Directed,788,mentioned,1,T. Labienus
84,24,Directed,789,mentioned,1,L. Mescinius Rufus
85,24,Directed,790,mentioned,1,L. Mescinius Rufus
84,335,Directed,791,mentioned,1,Volumnia
84,33,Directed,792,mentioned,1,Q. Lepta
84,38,Directed,793,mentioned,1,C. Trebatius Testa
46,477,Directed,794,mentioned,1,Antiochus I Theos
46,97,Directed,795,mentioned,1,Bibulus
46,478,Directed,796,mentioned,1,Pacorus I
46,479,Directed,797,mentioned,1,Orodes II
46,480,Directed,798,mentioned,1,Tarcondimotus I
46,481,Directed,799,mentioned,1,Iamblichus I
46,253,Directed,800,mentioned,2,Deiotarus of Galatia
46,482,Directed,801,inferred,1,Ariobarzanes II
46,483,Directed,802,inferred,1,Ariobarzanes I
46,484,Directed,803,mentioned,1,Artavasdes II
46,485,Directed,804,mentioned,1,Ariobarzanes III
46,486,Directed,805,mentioned,1,Ariarathes X
87,477,Directed,806,mentioned,1,Antiochus I Theos
87,97,Directed,807,mentioned,2,Bibulus
87,477,Directed,808,inferred,1,Antiochus I Theos
87,186,Directed,809,mentioned,1,M. Anneius
87,253,Directed,810,mentioned,1,Deiotarus of Galatia
87,485,Directed,811,mentioned,1,Ariobarzanes III
87,111,Directed,812,mentioned,1,Milo
87,91,Directed,813,mentioned,1,Quintus
87,487,Directed,814,mentioned,1,Athenais Philostorgos II
87,488,Directed,815,mentioned,1,Metras
87,489,Directed,816,mentioned,1,Athenaeus
87,132,Directed,817,mentioned,1,C. Pomptinus
87,490,Directed,818,mentioned,1,L. Tullius
87,1,Directed,819,inferred,1,Spinther
87,299,Directed,820,mentioned,1,Naevius
88,94,Directed,821,inferred,3,C. Claudius Marcellus
88,491,Directed,822,inferred,1,Junia
94,88,Directed,823,mentioned,1,C. Claudius Marcellus Minor
94,491,Directed,824,mentioned,1,Junia
10,88,Directed,825,mentioned,1,C. Claudius Marcellus Minor
88,10,Directed,826,inferred,1,M. Claudius Marcellus
88,492,Directed,827,inferred,1,P. Cornelius Lentulus Marcellinus
88,493,Directed,828,inferred,1,P. Cornelius Lentulus Marcellinus Minor
88,494,Directed,829,inferred,1,Cn. Cornelius Lentulus Marcellinus
56,39,Directed,830,mentioned,1,M. Fadius Gallus
56,89,Directed,831,mentioned,1,L. Aemilius Lepidus Paullus
56,3,Directed,832,mentioned,1,C. Scribonius Curio
56,47,Directed,833,mentioned,1,C. Furnius
56,495,Directed,834,inferred,1,Q. Cassius Longinus
56,496,Directed,835,mentioned,1,Pharnaces II
56,497,Directed,836,mentioned,1,Catius the Insubrian
56,304,Directed,837,mentioned,1,Epicurus
56,498,Directed,838,mentioned,1,Democritus of Thrace
56,280,Directed,839,mentioned,1,Plato
56,180,Directed,840,mentioned,1,P. Cornelius Sulla
56,499,Directed,841,mentioned,1,M. Mindius Marcellus
56,500,Directed,842,mentioned,1,Attius
49,501,Directed,843,inferred,1,P. Ventidius Bassus
49,239,Directed,844,mentioned,1,C. Licinius Macer Calvus
90,86,Directed,845,mentioned,8,Marcus Tullius Cicero Minor
90,91,Directed,846,inferred,1,Quintus
90,91,Directed,847,mentioned,6,Quintus
90,411,Directed,848,mentioned,3,Lyso of Patrae
90,40,Directed,849,mentioned,4,Manius Curius
90,24,Directed,850,mentioned,2,L. Mescinius Rufus
90,33,Directed,851,mentioned,2,Q. Lepta
90,413,Directed,852,inferred,2,Asclapo 
90,137,Directed,853,mentioned,5,Quintus Tullius Cicero Minor
90,137,Directed,854,inferred,2,Quintus Tullius Cicero Minor
90,502,Directed,855,mentioned,1,Xenomenes
90,84,Directed,856,mentioned,2,Terentia
90,13,Directed,857,mentioned,1,Cn. Plancius
90,413,Directed,858,mentioned,1,Asclapo 
90,17,Directed,859,mentioned,3,Pompey
90,85,Directed,860,mentioned,1,Tullia
90,37,Directed,861,mentioned,3,Caesar
90,57,Directed,862,mentioned,3,Marc Anthony
90,3,Directed,863,mentioned,1,C. Scribonius Curio
90,495,Directed,864,mentioned,1,Q. Cassius Longinus
90,206,Directed,865,mentioned,1,L. Cornelius Lentulus Crus
90,175,Directed,866,mentioned,1,L. Domitius Ahenobarbus
90,503,Directed,867,mentioned,1,Considius Nonianus
90,100,Directed,868,mentioned,1,L. Afranius
90,416,Directed,869,mentioned,1,A. Terentius Varro Murena
90,476,Directed,870,mentioned,1,T. Labienus
90,43,Directed,871,mentioned,2,Dolabella
90,504,Directed,872,mentioned,1,M. Petreius
90,505,Directed,873,mentioned,1,M. Volusius
90,506,Directed,874,mentioned,1,Ummius
90,507,Directed,875,mentioned,1,Hermia
90,390,Directed,876,mentioned,1,P. Cuspius
90,508,Directed,877,mentioned,1,Theophrastus
90,509,Directed,878,mentioned,1,Sophocles
90,510,Directed,879,mentioned,1,A. Ligarius
90,511,Directed,880,mentioned,1,Motho
90,512,Directed,881,mentioned,1,Parhedrus
90,513,Directed,882,mentioned,1,Helico
90,376,Directed,883,mentioned,1,Sextus Aufidius
90,511,Directed,884,inferred,1,Motho
90,514,Directed,885,mentioned,1,Metrodorus
90,87,Directed,886,mentioned,1,Marcus Porcius Cato Uticensis
90,515,Directed,887,mentioned,1,Tertia
90,516,Directed,888,mentioned,1,Demetrius
90,517,Directed,889,mentioned,1,Publilius
90,169,Directed,890,mentioned,1,Atticus
90,79,Directed,891,mentioned,1,P. Servilius Vatia Isauricus
90,444,Directed,892,mentioned,1,Q. Pompeius Bithynicus
90,189,Directed,893,mentioned,2,L. Cornelius Balbus
90,518,Directed,894,mentioned,1,Harpalus
90,519,Directed,895,mentioned,1,Offilius
90,520,Directed,896,mentioned,1,Aurelius
90,521,Directed,897,mentioned,1,Flaminius Flamma
90,345,Directed,898,mentioned,1,Augustus
90,195,Directed,899,mentioned,1,Aulus Hirtius
90,522,Directed,900,mentioned,1,Papia
3,524,Directed,901,mentioned,1,Rupa
3,525,Directed,902,mentioned,1,Thraso
4,526,Directed,903,mentioned,1,Chrestus
4,527,Directed,904,mentioned,1,Philo
4,528,Directed,905,mentioned,1,Phania
8,528,Directed,906,mentioned,3,Phania
8,529,Directed,907,mentioned,1,Pausanias
8,530,Directed,908,mentioned,1,Philotimus
9,530,Directed,909,mentioned,1,Philotimus
10,531,Directed,910,mentioned,2,Theophilus
16,532,Directed,911,mentioned,1,Decius
19,533,Directed,912,mentioned,1,Dionysius
19,534,Directed,913,mentioned,1,Sura
24,535,Directed,914,mentioned,1,M. Tullius Laurea
28,536,Directed,915,mentioned,1,Theudas
33,537,Directed,916,mentioned,1,Seleucus
34,538,Directed,917,mentioned,1,Cilo
36,539,Directed,918,mentioned,1,Protogenes
38,540,Directed,919,mentioned,1,Rufio
39,541,Directed,920,mentioned,1,Junius
39,542,Directed,921,mentioned,1,C. Avianiaus Evander
39,543,Directed,922,mentioned,1,Apella
43,544,Directed,923,mentioned,1,Salvius
44,545,Directed,924,mentioned,1,Zethus
44,546,Directed,925,mentioned,1,Philerus
47,547,Directed,926,mentioned,1,Dardanus
60,548,Directed,927,mentioned,1,Eros Turius
61,542,Directed,928,mentioned,1,C. Avianiaus Evander
37,549,Directed,929,mentioned,1,Apollonius
9,550,Directed,930,mentioned,2,Gaius Avianius Hammonius
9,551,Directed,931,mentioned,1,L. Cossinius Anchialus
66,552,Directed,932,mentioned,1,Hilarus
66,553,Directed,933,mentioned,1,Antigonus
66,554,Directed,934,mentioned,1,Demostratus
70,555,Directed,935,mentioned,1,Anchialus
70,556,Directed,936,mentioned,1,L. Nostius Zoilus
78,557,Directed,937,mentioned,1,L. Livineius Trypho
79,558,Directed,938,mentioned,1,C. Curtius Mithres
79,559,Directed,939,mentioned,1,T. Amius Menander
9,533,Directed,940,mentioned,1,Dionysius
84,560,Directed,941,mentioned,1,Orpheus
84,561,Directed,942,mentioned,1,Clodius Philetaerus
84,562,Directed,943,mentioned,1,Sallustius
84,563,Directed,944,mentioned,1,Pescennius
84,564,Directed,945,mentioned,1,Sicca
85,560,Directed,946,mentioned,1,Orpheus
85,561,Directed,947,mentioned,1,Clodius Philetaerus
85,562,Directed,948,mentioned,1,Sallustius
85,563,Directed,949,mentioned,1,Pescennius
85,564,Directed,950,mentioned,1,Sicca
86,560,Directed,951,mentioned,1,Orpheus
86,561,Directed,952,mentioned,1,Clodius Philetaerus
86,562,Directed,953,mentioned,1,Sallustius
86,563,Directed,954,mentioned,1,Pescennius
86,564,Directed,955,mentioned,1,Sicca
84,565,Directed,956,mentioned,1,Acastus
84,566,Directed,957,mentioned,1,Pollex
84,530,Directed,958,mentioned,2,Philotimus
85,566,Directed,959,mentioned,1,Pollex
85,530,Directed,960,mentioned,1,Philotimus
85,565,Directed,961,mentioned,1,Acastus
49,567,Directed,962,mentioned,1,Sabinus
90,568,Directed,963,mentioned,3,Mario
90,565,Directed,964,mentioned,3,Acastus
90,569,Directed,965,mentioned,2,Andricus
90,570,Directed,966,mentioned,1,Aegypta
90,571,Directed,967,mentioned,3,Demetrius of Sadara
90,572,Directed,968,mentioned,1,Bellienus
